item,condition,attractor,case,verb,sentence,source_file,language,leftward_entropy,leftward_attn_diff,leftward_attn_to_head,leftward_attn_to_attractor,nsubj_entropy,nsubj_attn_diff,nsubj_attn_to_head,nsubj_attn_to_attractor,top5_layer,top5_entropy,top5_attn_diff,top5_attn_to_head,top5_attn_to_attractor,top5_head_in_top5
5,amb_sg_sg,sg,amb,sg,Der Hilferuf für die Polizeizentrale ist bekannt.,german_stimuli.csv,german,1.5177402,-0.10645874482414683,0.045427970008870486,0.15188671483301733,1.5665323,-0.08942857565144846,0.077587098593164,0.16701567424461244,9,1.0956173,0.010809041559696198,0.029242709279060364,0.018433667719364166,0.0
5,amb_sg_pl,sg,amb,pl,Der Hilferuf für die Polizeizentrale sind bekannt.,german_stimuli.csv,german,1.5501931,-0.0872615193959291,0.04539688883085091,0.13265840822678002,1.5112097,-0.09315417737738815,0.06811646955980333,0.16127064693719148,9,1.0024626,0.0030646882951259613,0.01916099712252617,0.016096308827400208,0.0
5,amb_pl_sg,pl,amb,sg,Der Hilferuf für die Polizeizentralen ist bekannt.,german_stimuli.csv,german,1.5636747,-0.13543480167394292,0.04143575450758661,0.17687055618152953,1.5866543,-0.09455924466927605,0.0748792636699502,0.16943850833922625,9,1.1063625,0.012036249041557312,0.029241738840937614,0.017205489799380302,0.0
5,amb_pl_pl,pl,amb,pl,Der Hilferuf für die Polizeizentralen sind bekannt.,german_stimuli.csv,german,1.5723369,-0.11248483417221493,0.041561230687506875,0.1540460648597218,1.5522835,-0.11190074732226947,0.06542514475362679,0.17732589207589627,9,1.0068252,-2.448633313179016e-05,0.017992829903960228,0.018017316237092018,0.0
5,unamb_sg_sg,sg,unamb,sg,Der Hilferuf in der Polizeizentrale ist bekannt.,german_stimuli.csv,german,1.4809678,-0.11957829847865468,0.04719427389613884,0.16677257237479354,1.5381637,-0.08429480960278972,0.08156253302783505,0.16585734263062477,9,1.180793,0.013115137815475464,0.03587151691317558,0.02275637909770012,0.0
5,unamb_sg_pl,sg,unamb,pl,Der Hilferuf in der Polizeizentrale sind bekannt.,german_stimuli.csv,german,1.5476002,-0.08550049483683324,0.04963671350042205,0.1351372083372553,1.5050617,-0.088198989783042,0.07309830769468018,0.16129729747772217,9,1.0717485,0.007662385702133179,0.025929808616638184,0.018267422914505005,0.0
5,unamb_pl_sg,pl,unamb,sg,Der Hilferuf in den Polizeizentralen ist bekannt.,german_stimuli.csv,german,1.5554239,-0.14643556750773074,0.04486999840198465,0.19130556590971537,1.5318731,-0.09128699239883034,0.07710962749478015,0.1683966198936105,9,1.1930758,0.010863656178116798,0.035349804908037186,0.024486148729920387,0.0
5,unamb_pl_pl,pl,unamb,pl,Der Hilferuf in den Polizeizentralen sind bekannt.,german_stimuli.csv,german,1.5801953,-0.11354945147529776,0.04696211447819536,0.1605115659534931,1.5293819,-0.1039370632772048,0.06973128644333286,0.17366834972053766,9,1.0545048,0.004329340532422066,0.02429412491619587,0.019964784383773804,0.0
6,amb_sg_sg,sg,amb,sg,Der Brief an die Mutter ist bekannt.,german_stimuli.csv,german,1.2652161,-0.08759419300564655,0.026101118363873365,0.11369531136951991,1.3410078,-0.046577256647601296,0.09063790266778177,0.13721515931538306,9,1.0095367,0.0192284369841218,0.0322641059756279,0.0130356689915061,1.0
6,amb_sg_pl,sg,amb,pl,Der Brief an die Mutter sind bekannt.,german_stimuli.csv,german,1.3606989,-0.0742979936452284,0.02329522673721296,0.09759322038244136,1.2991898,-0.057344341994588335,0.089013827480982,0.14635816947557032,9,0.86996055,0.013549730647355318,0.021175235509872437,0.0076255048625171185,1.0
6,amb_pl_sg,pl,amb,sg,Der Brief an die Mütter ist bekannt.,german_stimuli.csv,german,1.2443287,-0.09713212324804348,0.027438561261412513,0.12457068450945599,1.3842103,-0.04602198654242119,0.08312117171086111,0.12914315825328232,9,1.0284455,0.01987849362194538,0.03309857100248337,0.013220077380537987,1.0
6,amb_pl_pl,pl,amb,pl,Der Brief an die Mütter sind bekannt.,german_stimuli.csv,german,1.314131,-0.10595376167250263,0.02230879702656353,0.12826255869906616,1.3714539,-0.07504606289645044,0.0772083746656278,0.15225443756207824,9,0.89412045,0.014022807590663433,0.022775977849960327,0.008753170259296894,1.0
6,unamb_sg_sg,sg,unamb,sg,Der Brief von der Mutter ist bekannt.,german_stimuli.csv,german,1.290406,-0.08351490617148122,0.025900976538637023,0.10941588271011823,1.3805549,-0.051780535523040336,0.08422619919506262,0.13600673471810296,9,0.9801407,0.014378038235008717,0.02469266764819622,0.010314629413187504,0.0
6,unamb_sg_pl,sg,unamb,pl,Der Brief von der Mutter sind bekannt.,german_stimuli.csv,german,1.3861427,-0.0610958976081995,0.021773323929458223,0.08286922153765772,1.3306432,-0.059876488050967326,0.08161752411903826,0.1414940121700056,9,0.83564746,0.010471556801348925,0.015962358564138412,0.005490801762789488,0.0
6,unamb_pl_sg,pl,unamb,sg,Der Brief von den Müttern ist bekannt.,german_stimuli.csv,german,1.396053,-0.10832720668036018,0.029900320323986308,0.13822752700434648,1.4527234,-0.046285440644184474,0.08550309868349659,0.13178853932768106,9,0.9699521,0.011255414225161076,0.02152334712445736,0.010267932899296284,0.0
6,unamb_pl_pl,pl,unamb,pl,Der Brief von den Müttern sind bekannt.,german_stimuli.csv,german,1.4792202,-0.10455500542420851,0.025202467025064835,0.12975747244927333,1.4268671,-0.06582843582598877,0.07904703304649878,0.14487546887248753,9,0.84189665,0.005592899397015572,0.013036461547017097,0.007443562150001526,0.0
7,amb_sg_sg,sg,amb,sg,Der Einbruch in die Bank ist bekannt.,german_stimuli.csv,german,1.3549526,-0.045899587452394454,0.033094865315543676,0.07899445276793812,1.3619049,-0.056734988279564615,0.06960622561171806,0.12634121389128267,9,1.0967214,0.012433817610144615,0.02964574471116066,0.017211927101016045,1.0
7,amb_sg_pl,sg,amb,pl,Der Einbruch in die Bank sind bekannt.,german_stimuli.csv,german,1.4556849,-0.04537057006470494,0.03489200468323471,0.08026257474793966,1.3268214,-0.060510350134716694,0.06362057465638095,0.12413092479109764,9,1.0480769,0.004048769362270832,0.015826094895601273,0.01177732553333044,0.0
7,amb_pl_sg,pl,amb,sg,Der Einbruch in die Banken ist bekannt.,german_stimuli.csv,german,1.3510395,-0.06491503863034685,0.03158620273548459,0.09650124136583145,1.3508097,-0.06241928474042109,0.06525353649635324,0.12767282123677431,9,1.1803566,0.012680009007453918,0.032916110008955,0.020236101001501083,0.0
7,amb_pl_pl,pl,amb,pl,Der Einbruch in die Banken sind bekannt.,german_stimuli.csv,german,1.422066,-0.06463072296858094,0.032304785173142454,0.0969355081417234,1.358182,-0.08817618107388354,0.05716219963540696,0.1453383807092905,9,1.0625194,0.004888836294412613,0.019146200269460678,0.014257363975048065,0.0
7,unamb_sg_sg,sg,unamb,sg,Der Einbruch bei der Bank ist bekannt.,german_stimuli.csv,german,1.3472064,-0.04245774975458672,0.033859219589877095,0.07631696934446382,1.3698988,-0.05344849810929977,0.06904746247461058,0.12249596058391035,9,1.1456732,0.014702454209327698,0.029070524498820305,0.014368070289492607,0.0
7,unamb_sg_pl,sg,unamb,pl,Der Einbruch bei der Bank sind bekannt.,german_stimuli.csv,german,1.4599869,-0.03399042108144103,0.033926594452080384,0.0679170155335214,1.3300998,-0.06292638413124392,0.05869641713816067,0.12162280126940458,9,1.071868,0.007170035503804684,0.015726475045084953,0.00855643954128027,0.0
7,unamb_pl_sg,pl,unamb,sg,Der Einbruch bei den Banken ist bekannt.,german_stimuli.csv,german,1.3374739,-0.05671819622501404,0.03378114892443931,0.09049934514945335,1.3386242,-0.060533650522093654,0.06469656894917471,0.12523021947126836,9,1.1795841,0.021863866597414017,0.03520078957080841,0.013336922973394394,1.0
7,unamb_pl_pl,pl,unamb,pl,Der Einbruch bei den Banken sind bekannt.,german_stimuli.csv,german,1.43204,-0.052356719937041586,0.033649293753875334,0.08600601369091691,1.3524889,-0.08701778403470802,0.05469611561869694,0.14171389965340495,9,1.1009876,0.011943312361836433,0.02154439687728882,0.009601084515452385,0.0
8,amb_sg_sg,sg,amb,sg,Der Ratschlag für die Hausfrau ist bekannt.,german_stimuli.csv,german,1.5710938,-0.07180757004158451,0.07067018270930774,0.14247775275089225,1.5269873,-0.1149254873151512,0.06366078218085755,0.17858626949600875,9,1.0598664,0.011483892798423767,0.028237272053956985,0.01675337925553322,0.0
8,amb_sg_pl,sg,amb,pl,Der Ratschlag für die Hausfrau sind bekannt.,german_stimuli.csv,german,1.584697,-0.0801699920893384,0.062390668984937746,0.14256066107427615,1.4538733,-0.11833972330763975,0.04685777322761675,0.1651974965352565,9,0.8859586,0.012326164171099663,0.021608268842101097,0.009282104671001434,0.0
8,amb_pl_sg,pl,amb,sg,Der Ratschlag für die Hausfrauen ist bekannt.,german_stimuli.csv,german,1.6265682,-0.06261469102176562,0.07691445480601686,0.13952914582778247,1.5660324,-0.10039825310544148,0.06647072079046593,0.1668689738959074,9,1.0829191,0.011273413896560669,0.02980506420135498,0.01853165030479431,0.0
8,amb_pl_pl,pl,amb,pl,Der Ratschlag für die Hausfrauen sind bekannt.,german_stimuli.csv,german,1.6436689,-0.07318909907087204,0.06716265986854211,0.14035175893941415,1.5205865,-0.13477780045214843,0.048299557816052906,0.18307735826820135,9,0.9871865,0.00941344816237688,0.022953327745199203,0.013539879582822323,0.0
8,unamb_sg_sg,sg,unamb,sg,Der Ratschlag von der Hausfrau ist bekannt.,german_stimuli.csv,german,1.536866,-0.07286244979913334,0.07055378225687292,0.14341623205600626,1.5116739,-0.11904816945246983,0.05970952874118831,0.17875769819365814,9,1.0909609,0.011402055621147156,0.02805476263165474,0.016652707010507584,0.0
8,unamb_sg_pl,sg,unamb,pl,Der Ratschlag von der Hausfrau sind bekannt.,german_stimuli.csv,german,1.6025546,-0.06868190868547117,0.06459170135719887,0.13327361004267005,1.4773614,-0.11907950678576071,0.04832211514733444,0.16740162193309516,9,0.9635133,0.015926960855722427,0.023945743218064308,0.00801878236234188,0.0
8,unamb_pl_sg,pl,unamb,sg,Der Ratschlag von den Hausfrauen ist bekannt.,german_stimuli.csv,german,1.6198952,-0.05974268290425684,0.07960949135143451,0.13935217425569135,1.5477322,-0.10361751437162126,0.06241606541003024,0.1660335797816515,9,1.15168,0.00961088202893734,0.028054768219590187,0.018443886190652847,0.0
8,unamb_pl_pl,pl,unamb,pl,Der Ratschlag von den Hausfrauen sind bekannt.,german_stimuli.csv,german,1.6503127,-0.0640743643694293,0.07054732951742722,0.13462169388685652,1.5717772,-0.13835774216869617,0.04726895341580963,0.18562669558450579,9,1.0597479,0.01188250258564949,0.02355344220995903,0.01167093962430954,0.0
9,amb_sg_sg,sg,amb,sg,Der Angriff auf die Industriestadt ist bekannt.,german_stimuli.csv,german,1.4938427,-0.08864639398314296,0.03431500269259402,0.12296139667573698,1.4227613,-0.08678503719918987,0.06819961654193143,0.1549846537411213,9,1.1522859,0.010045284405350685,0.03016342781484127,0.020118143409490585,1.0
9,amb_sg_pl,sg,amb,pl,Der Angriff auf die Industriestadt sind bekannt.,german_stimuli.csv,german,1.5469968,-0.08408076029741096,0.036622906696493374,0.12070366699390433,1.3138487,-0.08997191502976223,0.04911455430292533,0.13908646933268756,9,1.1258703,-0.0010592695325613022,0.01562800630927086,0.01668727584183216,0.0
9,amb_pl_sg,pl,amb,sg,Der Angriff auf die Industriestädte ist bekannt.,german_stimuli.csv,german,1.4886725,-0.08100930140374488,0.03221700762685202,0.1132263090305969,1.3885996,-0.08512066066410728,0.06239994215633384,0.14752060282044113,9,1.1253883,0.013103535398840904,0.028685463592410088,0.015581928193569183,1.0
9,amb_pl_pl,pl,amb,pl,Der Angriff auf die Industriestädte sind bekannt.,german_stimuli.csv,german,1.5285517,-0.08094993801220766,0.03371518408715133,0.114665122099359,1.3232105,-0.10933913634797968,0.04582964419679307,0.15516878054477273,9,1.0798719,0.001072736456990242,0.01644894666969776,0.01537621021270752,0.0
9,unamb_sg_sg,sg,unamb,sg,Der Angriff bei der Industriestadt ist bekannt.,german_stimuli.csv,german,1.4904233,-0.08765595762812098,0.035837607388467065,0.12349356501658804,1.4966625,-0.08357273514841501,0.0698500113329589,0.1534227464813739,9,1.1911422,0.01689767651259899,0.03470427542924881,0.01780659891664982,1.0
9,unamb_sg_pl,sg,unamb,pl,Der Angriff bei der Industriestadt sind bekannt.,german_stimuli.csv,german,1.5377448,-0.07123541452202745,0.03717191021786448,0.10840732473989192,1.3401203,-0.09115506977642349,0.04727894166616329,0.13843401144258677,9,1.0343984,0.00044201407581567764,0.013996577821671963,0.013554563745856285,0.0
9,unamb_pl_sg,pl,unamb,sg,Der Angriff bei den Industriestädten ist bekannt.,german_stimuli.csv,german,1.4912481,-0.08222968545032358,0.03643986163206705,0.11866954708239064,1.4459445,-0.10073026929380582,0.061815846307629485,0.1625461156014353,9,1.2204593,0.019937552511692047,0.03620115667581558,0.016263604164123535,1.0
9,unamb_pl_pl,pl,unamb,pl,Der Angriff bei den Industriestädten sind bekannt.,german_stimuli.csv,german,1.5352366,-0.07238958398229442,0.037436760301716276,0.1098263442840107,1.3539774,-0.12265703695357036,0.04144459621984322,0.16410163317341359,9,1.0950863,0.0032241689041256905,0.017653528600931168,0.014429359696805477,0.0
10,amb_sg_sg,sg,amb,sg,Der Bericht über das Fussballspiel ist bekannt.,german_stimuli.csv,german,1.454897,-0.05645773412966264,0.046837290187568215,0.10329502431723085,1.4776795,-0.07506836999746327,0.0988772968055838,0.17394566680304707,9,1.0902959,0.021822676062583923,0.04254819080233574,0.020725514739751816,1.0
10,amb_sg_pl,sg,amb,pl,Der Bericht über das Fussballspiel sind bekannt.,german_stimuli.csv,german,1.5062577,-0.06678151141425133,0.044625166556556906,0.11140667797080823,1.401438,-0.10063469656935589,0.06163299178977801,0.1622676883591339,9,1.0529314,0.010837981477379799,0.03084908239543438,0.02001110091805458,1.0
10,amb_pl_sg,pl,amb,sg,Der Bericht über die Fussballspiele ist bekannt.,german_stimuli.csv,german,1.4285746,-0.05214405306956564,0.04785658130280694,0.10000063437237258,1.4914069,-0.06928189268134168,0.09776670637742052,0.16704859905876218,9,1.0360137,0.02014758251607418,0.03839213401079178,0.018244551494717598,1.0
10,amb_pl_pl,pl,amb,pl,Der Bericht über die Fussballspiele sind bekannt.,german_stimuli.csv,german,1.4557375,-0.06528027236647631,0.043650458913339206,0.10893073127981552,1.4358127,-0.12702116752630835,0.05737594598316784,0.18439711350947618,9,0.96387815,0.008715856820344925,0.027536626905202866,0.01882077008485794,1.0
10,unamb_sg_sg,sg,unamb,sg,Der Bericht nach dem Fussballspiel ist bekannt.,german_stimuli.csv,german,1.4719242,-0.05530435054633927,0.04782818399426105,0.10313253454060031,1.4671685,-0.08440069652508951,0.09108610327009105,0.17548679979518056,9,1.1168752,0.026828257367014885,0.04292546212673187,0.016097204759716988,1.0
10,unamb_sg_pl,sg,unamb,pl,Der Bericht nach dem Fussballspiel sind bekannt.,german_stimuli.csv,german,1.5198357,-0.06236961460537031,0.04411295860435303,0.10648257320972335,1.3950291,-0.1110112622128749,0.05550182660995556,0.16651308882283047,9,1.1191416,0.009875461459159851,0.02683819830417633,0.01696273684501648,1.0
10,unamb_pl_sg,pl,unamb,sg,Der Bericht nach den Fussballspielen ist bekannt.,german_stimuli.csv,german,1.4558914,-0.04802472494518213,0.04866238795750917,0.0966871129026913,1.4634292,-0.07801180187559234,0.0894146683724363,0.16742647024802865,9,1.0580615,0.0236529354006052,0.040766641497612,0.017113706097006798,1.0
10,unamb_pl_pl,pl,unamb,pl,Der Bericht nach den Fussballspielen sind bekannt.,german_stimuli.csv,german,1.487238,-0.054725376585929554,0.04386961729901486,0.09859499388494442,1.4039854,-0.12713064913502226,0.04805990025536826,0.17519054939039053,9,1.0182831,0.0061305221170187,0.02643384039402008,0.02030331827700138,1.0
11,amb_sg_sg,sg,amb,sg,Der Aufstand gegen das Nachbarland ist bekannt.,german_stimuli.csv,german,1.3753926,-0.10750192426492759,0.03559998303609717,0.14310190730102476,1.3974855,-0.08379079829989475,0.07729859612794118,0.16108939442783593,9,1.1493669,0.01218927837908268,0.03392908722162247,0.021739808842539787,1.0
11,amb_sg_pl,sg,amb,pl,Der Aufstand gegen das Nachbarland sind bekannt.,german_stimuli.csv,german,1.49318,-0.08173624777274427,0.03983592114008161,0.12157216891282588,1.3397027,-0.0909145158397692,0.06318008907523875,0.15409460491500795,9,1.1074655,0.003995928913354874,0.021993640810251236,0.017997711896896362,0.0
11,amb_pl_sg,pl,amb,sg,Der Aufstand gegen die Nachbarländer ist bekannt.,german_stimuli.csv,german,1.3696717,-0.088414514006341,0.03570164429699076,0.12411615830333175,1.4041091,-0.08950705024951233,0.07058980623653995,0.16009685648605226,9,1.076151,0.01053321361541748,0.02990202233195305,0.019368808716535568,1.0
11,amb_pl_pl,pl,amb,pl,Der Aufstand gegen die Nachbarländer sind bekannt.,german_stimuli.csv,german,1.4565835,-0.0637174354724209,0.03996448931503096,0.10368192478745186,1.3843029,-0.11538223077677792,0.056828101415702645,0.17221033219248055,9,1.0194417,0.003331245854496956,0.01996581442654133,0.016634568572044373,0.0
