item,sentence,condition,head_num,attr_num,verb_num,attention_to_attractor,attention_to_head,head_tokens,attractor_tokens,verb_tokens
4,Атака на крепость из-за стратегической ошибки полководца были безуспешными,SG-SG-PL,SG,SG,PL,0.055335208773612976,0.28723207116127014,['атака'],['крепость'],"['из', '-', 'за', 'стратеги']"
4,Атака на крепости из-за стратегической ошибки полководца была безуспешной,SG-PL-SG,SG,PL,SG,0.04269791021943092,0.36613816022872925,['атака'],['крепости'],"['из', '-', 'за', 'стратеги']"
4,Атака на крепости из-за стратегической ошибки полководца были безуспешными,SG-PL-PL,SG,PL,PL,0.045453157275915146,0.26938894391059875,['атака'],['крепости'],"['из', '-', 'за', 'стратеги']"
4,Атаки на крепость из-за стратегической ошибки полководца была безуспешной,PL-SG-SG,PL,SG,SG,0.05953163653612137,0.2555909752845764,['атаки'],['крепость'],"['из', '-', 'за', 'стратеги']"
4,Атаки на крепость из-за стратегической ошибки полководца были безуспешными,PL-SG-PL,PL,SG,PL,0.051488399505615234,0.36677953600883484,['атаки'],['крепость'],"['из', '-', 'за', 'стратеги']"
4,Атаки на крепости из-за стратегической ошибки полководца была безуспешной,PL-PL-SG,PL,PL,SG,0.0457463376224041,0.24232639372348785,['атаки'],['крепости'],"['из', '-', 'за', 'стратеги']"
4,Атаки на крепости из-за стратегической ошибки полководца были безуспешными,PL-PL-PL,PL,PL,PL,0.044197432696819305,0.36006152629852295,['атаки'],['крепости'],"['из', '-', 'за', 'стратеги']"
5,Билет в музеи во время уличной демонстрации был утерян,SG-PL-SG,SG,PL,SG,0.14973363280296326,0.03535695746541023,['билет'],['музеи'],"['в', 'в']"
5,Билет в музеи во время уличной демонстрации были утеряны,SG-PL-PL,SG,PL,PL,0.18291626870632172,0.02913517877459526,['билет'],['музеи'],"['в', 'в']"
5,Билеты в музеи во время уличной демонстрации был утерян,PL-PL-SG,PL,PL,SG,0.13254040479660034,0.03048563562333584,['билеты'],['музеи'],"['в', 'в']"
5,Билеты в музеи во время уличной демонстрации были утеряны,PL-PL-PL,PL,PL,PL,0.1366235315799713,0.055771440267562866,['билеты'],['музеи'],"['в', 'в']"
6,Взгляд на снимок из-под длинных опущенных ресниц был брошен,SG-SG-SG,SG,SG,SG,0.20554694533348083,0.13244609534740448,['взгляд'],['снимок'],"['из', '-', 'под', 'длинных']"
6,Взгляд на снимок из-под длинных опущенных ресниц были брошены,SG-SG-PL,SG,SG,PL,0.14078080654144287,0.13633942604064941,['взгляд'],['снимок'],"['из', '-', 'под', 'длинных']"
6,Взгляд на снимки из-под длинных опущенных ресниц был брошен,SG-PL-SG,SG,PL,SG,0.26089146733283997,0.135326087474823,['взгляд'],['снимки'],"['из', '-', 'под', 'длинных']"
6,Взгляд на снимки из-под длинных опущенных ресниц были брошены,SG-PL-PL,SG,PL,PL,0.19313517212867737,0.08527820557355881,['взгляд'],['снимки'],"['из', '-', 'под', 'длинных']"
6,Взгляды на снимок из-под длинных опущенных ресниц был брошен,PL-SG-SG,PL,SG,SG,0.27533653378486633,0.13873131573200226,['взгляды'],['снимок'],"['из', '-', 'под', 'длинных']"
6,Взгляды на снимок из-под длинных опущенных ресниц были брошены,PL-SG-PL,PL,SG,PL,0.24424394965171814,0.22600415349006653,['взгляды'],['снимок'],"['из', '-', 'под', 'длинных']"
6,Взгляды на снимки из-под длинных опущенных ресниц был брошен,PL-PL-SG,PL,PL,SG,0.1524018794298172,0.23867465555667877,['взгляды'],['снимки'],"['из', '-', 'под', 'длинных']"
6,Взгляды на снимки из-под длинных опущенных ресниц были брошены,PL-PL-PL,PL,PL,PL,0.192569300532341,0.17868205904960632,['взгляды'],['снимки'],"['из', '-', 'под', 'длинных']"
7,Возражение на упреки без излишне бурных эмоций было принято,SG-PL-SG,SG,PL,SG,0.16021761298179626,0.13548141717910767,"['возра', '##жение']","['упре', '##ки']","['без', 'излишне']"
7,Возражение на упреки без излишне бурных эмоций были приняты,SG-PL-PL,SG,PL,PL,0.12661978602409363,0.09306257963180542,"['возра', '##жение']","['упре', '##ки']","['без', 'излишне']"
7,Возражения на упреки без излишне бурных эмоций было принято,PL-PL-SG,PL,PL,SG,0.10861700028181076,0.10682833194732666,"['возра', '##жения']","['упре', '##ки']","['без', 'излишне']"
7,Возражения на упреки без излишне бурных эмоций были приняты,PL-PL-PL,PL,PL,PL,0.14194147288799286,0.1135733500123024,"['возра', '##жения']","['упре', '##ки']","['без', 'излишне']"
8,Выстрел в цель из-за сбитого прицела ружья был неточным,SG-SG-SG,SG,SG,SG,0.1952357441186905,0.4322477877140045,['выстрел'],['цель'],"['из', '-', 'за', 'сби', '##того']"
8,Выстрел в цель из-за сбитого прицела ружья были неточными,SG-SG-PL,SG,SG,PL,0.10596539825201035,0.20121727883815765,['выстрел'],['цель'],"['из', '-', 'за', 'сби', '##того']"
8,Выстрел в цели из-за сбитого прицела ружья был неточным,SG-PL-SG,SG,PL,SG,0.14427049458026886,0.5323573350906372,['выстрел'],['цели'],"['из', '-', 'за', 'сби', '##того']"
8,Выстрел в цели из-за сбитого прицела ружья были неточными,SG-PL-PL,SG,PL,PL,0.1154627874493599,0.2850257456302643,['выстрел'],['цели'],"['из', '-', 'за', 'сби', '##того']"
8,Выстрелы в цель из-за сбитого прицела ружья был неточным,PL-SG-SG,PL,SG,SG,0.1133858859539032,0.22418120503425598,['выстрелы'],['цель'],"['из', '-', 'за', 'сби', '##того']"
8,Выстрелы в цель из-за сбитого прицела ружья были неточными,PL-SG-PL,PL,SG,PL,0.24182748794555664,0.36227747797966003,['выстрелы'],['цель'],"['из', '-', 'за', 'сби', '##того']"
8,Выстрелы в цели из-за сбитого прицела ружья был неточным,PL-PL-SG,PL,PL,SG,0.0943034440279007,0.25067880749702454,['выстрелы'],['цели'],"['из', '-', 'за', 'сби', '##того']"
8,Выстрелы в цели из-за сбитого прицела ружья были неточными,PL-PL-PL,PL,PL,PL,0.18211765587329865,0.4366479814052582,['выстрелы'],['цели'],"['из', '-', 'за', 'сби', '##того']"
9,Дорога через лес для снабжения людей провизией была проложена,SG-SG-SG,SG,SG,SG,0.059980105608701706,0.14010298252105713,['дорога'],['лес'],"['для', 'снаб', '##жения']"
9,Дорога через лес для снабжения людей провизией были проложены,SG-SG-PL,SG,SG,PL,0.06604776531457901,0.1335013508796692,['дорога'],['лес'],"['для', 'снаб', '##жения']"
9,Дорога через леса для снабжения людей провизией была проложена,SG-PL-SG,SG,PL,SG,0.06137186288833618,0.10890187323093414,['дорога'],['леса'],"['для', 'снаб', '##жения']"
9,Дорога через леса для снабжения людей провизией были проложены,SG-PL-PL,SG,PL,PL,0.061072107404470444,0.10011811554431915,['дорога'],['леса'],"['для', 'снаб', '##жения']"
9,Дороги через лес для снабжения людей провизией была проложена,PL-SG-SG,PL,SG,SG,0.06751809269189835,0.1317426562309265,['дороги'],['лес'],"['для', 'снаб', '##жения']"
9,Дороги через лес для снабжения людей провизией были проложены,PL-SG-PL,PL,SG,PL,0.07292114198207855,0.11573881655931473,['дороги'],['лес'],"['для', 'снаб', '##жения']"
9,Дороги через леса для снабжения людей провизией была проложена,PL-PL-SG,PL,PL,SG,0.05897492915391922,0.10746955871582031,['дороги'],['леса'],"['для', 'снаб', '##жения']"
9,Дороги через леса для снабжения людей провизией были проложены,PL-PL-PL,PL,PL,PL,0.06826446950435638,0.08988106995820999,['дороги'],['леса'],"['для', 'снаб', '##жения']"
10,Жалоба на боль из-за нарушения дыхания пациента была тихой,SG-SG-SG,SG,SG,SG,0.12349724769592285,0.14207185804843903,"['жалоб', '##а']",['боль'],"['из', '-', 'за', 'на']"
10,Жалоба на боль из-за нарушения дыхания пациента были тихими,SG-SG-PL,SG,SG,PL,0.07168934494256973,0.09801045060157776,"['жалоб', '##а']",['боль'],"['из', '-', 'за', 'на']"
10,Жалоба на боли из-за нарушения дыхания пациента была тихой,SG-PL-SG,SG,PL,SG,0.21329805254936218,0.1429651826620102,"['жалоб', '##а']",['боли'],"['из', '-', 'за', 'на']"
10,Жалоба на боли из-за нарушения дыхания пациента были тихими,SG-PL-PL,SG,PL,PL,0.12636828422546387,0.0707358568906784,"['жалоб', '##а']",['боли'],"['из', '-', 'за', 'на']"
10,Жалобы на боль из-за нарушения дыхания пациента была тихой,PL-SG-SG,PL,SG,SG,0.13742268085479736,0.1529141366481781,['жалобы'],['боль'],"['из', '-', 'за', 'на']"
10,Жалобы на боль из-за нарушения дыхания пациента были тихими,PL-SG-PL,PL,SG,PL,0.1088176965713501,0.12832660973072052,['жалобы'],['боль'],"['из', '-', 'за', 'на']"
10,Жалобы на боли из-за нарушения дыхания пациента была тихой,PL-PL-SG,PL,PL,SG,0.17262718081474304,0.13440994918346405,['жалобы'],['боли'],"['из', '-', 'за', 'на']"
10,Жалобы на боли из-за нарушения дыхания пациента были тихими,PL-PL-PL,PL,PL,PL,0.1534455269575119,0.09124046564102173,['жалобы'],['боли'],"['из', '-', 'за', 'на']"
12,Кредит на участок из-за высокой стоимости земли был долгосрочным,SG-SG-SG,SG,SG,SG,0.06366263329982758,0.22238101065158844,['кредит'],['участок'],"['из', '-', 'за']"
12,Кредит на участок из-за высокой стоимости земли были долгосрочными,SG-SG-PL,SG,SG,PL,0.03481147438287735,0.0969943255186081,['кредит'],['участок'],"['из', '-', 'за']"
12,Кредит на участки из-за высокой стоимости земли был долгосрочным,SG-PL-SG,SG,PL,SG,0.08129028975963593,0.20312872529029846,['кредит'],['участки'],"['из', '-', 'за']"
12,Кредит на участки из-за высокой стоимости земли были долгосрочными,SG-PL-PL,SG,PL,PL,0.04964209347963333,0.09631328284740448,['кредит'],['участки'],"['из', '-', 'за']"
12,Кредиты на участок из-за высокой стоимости земли был долгосрочным,PL-SG-SG,PL,SG,SG,0.030558302998542786,0.10538943111896515,['кредиты'],['участок'],"['из', '-', 'за']"
12,Кредиты на участок из-за высокой стоимости земли были долгосрочными,PL-SG-PL,PL,SG,PL,0.051699019968509674,0.14917084574699402,['кредиты'],['участок'],"['из', '-', 'за']"
12,Кредиты на участки из-за высокой стоимости земли был долгосрочным,PL-PL-SG,PL,PL,SG,0.02820669114589691,0.07670415937900543,['кредиты'],['участки'],"['из', '-', 'за']"
12,Кредиты на участки из-за высокой стоимости земли были долгосрочными,PL-PL-PL,PL,PL,PL,0.0694248154759407,0.12538941204547882,['кредиты'],['участки'],"['из', '-', 'за']"
13,Кружево на наряд в вышитый шелковый мешочек было упаковано,SG-SG-SG,SG,SG,SG,0.07965981215238571,0.4311777353286743,"['кружев', '##о']",['на'],"['в', 'в']"
13,Кружево на наряд в вышитый шелковый мешочек были упакованы,SG-SG-PL,SG,SG,PL,0.07417269796133041,1.1660844087600708,"['кружев', '##о']",['на'],"['в', 'в', '##ы']"
13,Кружево на наряды в вышитый шелковый мешочек было упаковано,SG-PL-SG,SG,PL,SG,0.03670889511704445,0.5403925776481628,"['кружев', '##о']",['на'],"['в', 'в']"
13,Кружево на наряды в вышитый шелковый мешочек были упакованы,SG-PL-PL,SG,PL,PL,0.06544917076826096,1.1861834526062012,"['кружев', '##о']",['на'],"['в', 'в', '##ы']"
13,Кружева на наряд в вышитый шелковый мешочек было упаковано,PL-SG-SG,PL,SG,SG,0.08980852365493774,0.4297199845314026,"['кружев', '##а']",['на'],"['в', 'в']"
13,Кружева на наряд в вышитый шелковый мешочек были упакованы,PL-SG-PL,PL,SG,PL,0.11626972258090973,1.1453455686569214,"['кружев', '##а']",['на'],"['в', 'в', '##ы']"
13,Кружева на наряды в вышитый шелковый мешочек было упаковано,PL-PL-SG,PL,PL,SG,0.050908029079437256,0.4479186534881592,"['кружев', '##а']",['на'],"['в', 'в']"
13,Кружева на наряды в вышитый шелковый мешочек были упакованы,PL-PL-PL,PL,PL,PL,0.1079237088561058,1.1542092561721802,"['кружев', '##а']",['на'],"['в', 'в', '##ы']"
14,Легенда про замок в старинной летописи графства была записана,SG-SG-SG,SG,SG,SG,0.039945777505636215,0.23808281123638153,['легенда'],['замок'],"['в', 'старин']"
14,Легенда про замок в старинной летописи графства были записаны,SG-SG-PL,SG,SG,PL,0.03221285343170166,0.24307183921337128,['легенда'],['замок'],"['в', 'старин']"
14,Легенда про замки в старинной летописи графства была записана,SG-PL-SG,SG,PL,SG,0.06208500266075134,0.24420738220214844,['легенда'],['замки'],"['в', 'старин']"
14,Легенда про замки в старинной летописи графства были записаны,SG-PL-PL,SG,PL,PL,0.06826546788215637,0.23506087064743042,['легенда'],['замки'],"['в', 'старин']"
14,Легенды про замок в старинной летописи графства была записана,PL-SG-SG,PL,SG,SG,0.03566945716738701,0.10153893381357193,['легенды'],['замок'],"['в', 'старин']"
14,Легенды про замок в старинной летописи графства были записаны,PL-SG-PL,PL,SG,PL,0.04129650071263313,0.12801703810691833,['легенды'],['замок'],"['в', 'старин']"
14,Легенды про замки в старинной летописи графства была записана,PL-PL-SG,PL,PL,SG,0.05249020829796791,0.1015155166387558,['легенды'],['замки'],"['в', 'старин']"
14,Легенды про замки в старинной летописи графства были записаны,PL-PL-PL,PL,PL,PL,0.07457127422094345,0.11988984793424606,['легенды'],['замки'],"['в', 'старин']"
15,Лестница в подвал из-за отсутствия свободного места была крутой,SG-SG-SG,SG,SG,SG,0.12681612372398376,0.3357444405555725,['лестница'],['подвал'],"['из', '-', 'за', 'отсутствия']"
15,Лестница в подвал из-за отсутствия свободного места были крутыми,SG-SG-PL,SG,SG,PL,0.06190461665391922,0.1549147069454193,['лестница'],['подвал'],"['из', '-', 'за', 'отсутствия']"
15,Лестница в подвалы из-за отсутствия свободного места была крутой,SG-PL-SG,SG,PL,SG,0.10522034764289856,0.3115152418613434,['лестница'],"['подвал', '##ы']","['из', '-', 'за', 'отсутствия']"
15,Лестница в подвалы из-за отсутствия свободного места были крутыми,SG-PL-PL,SG,PL,PL,0.06724134087562561,0.1175655871629715,['лестница'],"['подвал', '##ы']","['из', '-', 'за', 'отсутствия']"
15,Лестницы в подвал из-за отсутствия свободного места была крутой,PL-SG-SG,PL,SG,SG,0.09825803339481354,0.23802834749221802,['лестницы'],['подвал'],"['из', '-', 'за', 'отсутствия']"
15,Лестницы в подвал из-за отсутствия свободного места были крутыми,PL-SG-PL,PL,SG,PL,0.08238174021244049,0.3820313811302185,['лестницы'],['подвал'],"['из', '-', 'за', 'отсутствия']"
15,Лестницы в подвалы из-за отсутствия свободного места была крутой,PL-PL-SG,PL,PL,SG,0.07842127978801727,0.14545831084251404,['лестницы'],"['подвал', '##ы']","['из', '-', 'за', 'отсутствия']"
15,Лестницы в подвалы из-за отсутствия свободного места были крутыми,PL-PL-PL,PL,PL,PL,0.08152467757463455,0.27173030376434326,['лестницы'],"['подвал', '##ы']","['из', '-', 'за', 'отсутствия']"
16,Мост через овраг после окончания военных действий был возведен,SG-SG-SG,SG,SG,SG,0.033551402390003204,0.2308577597141266,['мост'],"['овра', '##г']","['после', 'окончания']"
16,Мост через овраг после окончания военных действий были возведены,SG-SG-PL,SG,SG,PL,0.03454572707414627,0.1517142653465271,['мост'],"['овра', '##г']","['после', 'окончания']"
16,Мост через овраги после окончания военных действий был возведен,SG-PL-SG,SG,PL,SG,0.031259771436452866,0.2079012393951416,['мост'],"['овра', '##ги']","['после', 'окончания']"
16,Мост через овраги после окончания военных действий были возведены,SG-PL-PL,SG,PL,PL,0.029777945950627327,0.16222810745239258,['мост'],"['овра', '##ги']","['после', 'окончания']"
16,Мосты через овраг после окончания военных действий был возведен,PL-SG-SG,PL,SG,SG,0.0430750846862793,0.1355624943971634,['мосты'],"['овра', '##г']","['после', 'окончания']"
16,Мосты через овраг после окончания военных действий были возведены,PL-SG-PL,PL,SG,PL,0.0392155796289444,0.20631423592567444,['мосты'],"['овра', '##г']","['после', 'окончания']"
16,Мосты через овраги после окончания военных действий был возведен,PL-PL-SG,PL,PL,SG,0.0348106324672699,0.1009049117565155,['мосты'],"['овра', '##ги']","['после', 'окончания']"
16,Мосты через овраги после окончания военных действий были возведены,PL-PL-PL,PL,PL,PL,0.03725592792034149,0.18625061213970184,['мосты'],"['овра', '##ги']","['после', 'окончания']"
17,Налог на доход из-за смены политического курса был повышен,SG-SG-SG,SG,SG,SG,0.08254194259643555,0.3941309154033661,['налог'],['доход'],"['из', '-', 'за', 'смены']"
17,Налог на доход из-за смены политического курса были повышены,SG-SG-PL,SG,SG,PL,0.06143680959939957,0.315049409866333,['налог'],['доход'],"['из', '-', 'за', 'смены']"
17,Налог на доходы из-за смены политического курса был повышен,SG-PL-SG,SG,PL,SG,0.06949040293693542,0.3360660672187805,['налог'],['доходы'],"['из', '-', 'за', 'смены']"
17,Налог на доходы из-за смены политического курса были повышены,SG-PL-PL,SG,PL,PL,0.07633066177368164,0.2180272936820984,['налог'],['доходы'],"['из', '-', 'за', 'смены']"
17,Налоги на доход из-за смены политического курса был повышен,PL-SG-SG,PL,SG,SG,0.11124256998300552,0.13060373067855835,['налоги'],['доход'],"['из', '-', 'за', 'смены']"
17,Налоги на доход из-за смены политического курса были повышены,PL-SG-PL,PL,SG,PL,0.1138300970196724,0.20185168087482452,['налоги'],['доход'],"['из', '-', 'за', 'смены']"
17,Налоги на доходы из-за смены политического курса был повышен,PL-PL-SG,PL,PL,SG,0.047583818435668945,0.10870091617107391,['налоги'],['доходы'],"['из', '-', 'за', 'смены']"
17,Налоги на доходы из-за смены политического курса были повышены,PL-PL-PL,PL,PL,PL,0.11109506338834763,0.1304544359445572,['налоги'],['доходы'],"['из', '-', 'за', 'смены']"
18,Нападение на банк с применением холодного оружия было совершено,SG-SG-SG,SG,SG,SG,0.06057598441839218,0.20567601919174194,['нападение'],['банк'],"['с', 'применением']"
18,Нападение на банк с применением холодного оружия были совершены,SG-SG-PL,SG,SG,PL,0.049621760845184326,0.12497958540916443,['нападение'],['банк'],"['с', 'применением']"
18,Нападение на банки с применением холодного оружия было совершено,SG-PL-SG,SG,PL,SG,0.12530960142612457,0.1901913732290268,['нападение'],['банки'],"['с', 'применением']"
18,Нападение на банки с применением холодного оружия были совершены,SG-PL-PL,SG,PL,PL,0.09257422387599945,0.12050601094961166,['нападение'],['банки'],"['с', 'применением']"
18,Нападения на банк с применением холодного оружия было совершено,PL-SG-SG,PL,SG,SG,0.06659894436597824,0.3621341586112976,['нападения'],['банк'],"['с', 'применением']"
18,Нападения на банк с применением холодного оружия были совершены,PL-SG-PL,PL,SG,PL,0.07093244045972824,0.3281473219394684,['нападения'],['банк'],"['с', 'применением']"
18,Нападения на банки с применением холодного оружия было совершено,PL-PL-SG,PL,PL,SG,0.08556323498487473,0.32541829347610474,['нападения'],['банки'],"['с', 'применением']"
18,Нападения на банки с применением холодного оружия были совершены,PL-PL-PL,PL,PL,PL,0.08506406843662262,0.2963297367095947,['нападения'],['банки'],"['с', 'применением']"
19,Окно в сад из-за сильного холодного ветра было закрыто,SG-SG-SG,SG,SG,SG,0.08246509730815887,0.30017969012260437,['окно'],['сад'],"['из', '-', 'за', 'сильного']"
19,Окно в сад из-за сильного холодного ветра были закрыты,SG-SG-PL,SG,SG,PL,0.09281715005636215,0.27948081493377686,['окно'],['сад'],"['из', '-', 'за', 'сильного']"
19,Окно в сады из-за сильного холодного ветра было закрыто,SG-PL-SG,SG,PL,SG,0.06401452422142029,0.3339235186576843,['окно'],['сады'],"['из', '-', 'за', 'сильного']"
19,Окно в сады из-за сильного холодного ветра были закрыты,SG-PL-PL,SG,PL,PL,0.06507608294487,0.2500373125076294,['окно'],['сады'],"['из', '-', 'за', 'сильного']"
19,Окна в сад из-за сильного холодного ветра было закрыто,PL-SG-SG,PL,SG,SG,0.10332253575325012,0.1756519228219986,['окна'],['сад'],"['из', '-', 'за', 'сильного']"
19,Окна в сад из-за сильного холодного ветра были закрыты,PL-SG-PL,PL,SG,PL,0.10727831721305847,0.2851616442203522,['окна'],['сад'],"['из', '-', 'за', 'сильного']"
19,Окна в сады из-за сильного холодного ветра было закрыто,PL-PL-SG,PL,PL,SG,0.09065495431423187,0.18693919479846954,['окна'],['сады'],"['из', '-', 'за', 'сильного']"
19,Окна в сады из-за сильного холодного ветра были закрыты,PL-PL-PL,PL,PL,PL,0.07850129157304764,0.2633723020553589,['окна'],['сады'],"['из', '-', 'за', 'сильного']"
20,Ответ на вопрос из-за недостаточного знания материала был неверным,SG-SG-SG,SG,SG,SG,0.2717464566230774,0.14981231093406677,['ответ'],['вопрос'],"['из', '-', 'за', 'недостаточно', '##го']"
20,Ответ на вопрос из-за недостаточного знания материала были неверными,SG-SG-PL,SG,SG,PL,0.18712134659290314,0.09732313454151154,['ответ'],['вопрос'],"['из', '-', 'за', 'недостаточно', '##го']"
20,Ответ на вопросы из-за недостаточного знания материала был неверным,SG-PL-SG,SG,PL,SG,0.2745133638381958,0.21502834558486938,['ответ'],['вопросы'],"['из', '-', 'за', 'недостаточно', '##го']"
20,Ответ на вопросы из-за недостаточного знания материала были неверными,SG-PL-PL,SG,PL,PL,0.26929473876953125,0.11135989427566528,['ответ'],['вопросы'],"['из', '-', 'за', 'недостаточно', '##го']"
20,Ответы на вопрос из-за недостаточного знания материала был неверным,PL-SG-SG,PL,SG,SG,0.2475910186767578,0.16527040302753448,['ответы'],['вопрос'],"['из', '-', 'за', 'недостаточно', '##го']"
20,Ответы на вопрос из-за недостаточного знания материала были неверными,PL-SG-PL,PL,SG,PL,0.22283852100372314,0.23787559568881989,['ответы'],['вопрос'],"['из', '-', 'за', 'недостаточно', '##го']"
20,Ответы на вопросы из-за недостаточного знания материала был неверным,PL-PL-SG,PL,PL,SG,0.1608545333147049,0.1297588050365448,['ответы'],['вопросы'],"['из', '-', 'за', 'недостаточно', '##го']"
20,Ответы на вопросы из-за недостаточного знания материала были неверными,PL-PL-PL,PL,PL,PL,0.21479274332523346,0.19232940673828125,['ответы'],['вопросы'],"['из', '-', 'за', 'недостаточно', '##го']"
21,Очередь в театр из-за большого наплыва туристов была бесконечной,SG-SG-SG,SG,SG,SG,0.11546985805034637,0.4716809391975403,['очередь'],['театр'],"['из', '-', 'за', 'большого']"
21,Очередь в театр из-за большого наплыва туристов были бесконечными,SG-SG-PL,SG,SG,PL,0.08720505237579346,0.2715255618095398,['очередь'],['театр'],"['из', '-', 'за', 'большого']"
21,Очередь в театры из-за большого наплыва туристов была бесконечной,SG-PL-SG,SG,PL,SG,0.14798502624034882,0.3578411340713501,['очередь'],"['театр', '##ы']","['из', '-', 'за', 'большого']"
21,Очередь в театры из-за большого наплыва туристов были бесконечными,SG-PL-PL,SG,PL,PL,0.12462266534566879,0.19353970885276794,['очередь'],"['театр', '##ы']","['из', '-', 'за', 'большого']"
21,Очереди в театр из-за большого наплыва туристов была бесконечной,PL-SG-SG,PL,SG,SG,0.14804741740226746,0.35263481736183167,['очереди'],['театр'],"['из', '-', 'за', 'большого']"
21,Очереди в театр из-за большого наплыва туристов были бесконечными,PL-SG-PL,PL,SG,PL,0.1317865252494812,0.3436364233493805,['очереди'],['театр'],"['из', '-', 'за', 'большого']"
